Date,Precip,MaxAirTemp,RecordMaxTemp,RecordMaxYear,MinAirTemp,RecordMinTemp,RecordMinYear,AvgAirTemp,MaxAirTempTime,MinAirTempTime,MaxRel.Hum.,MinRel.Hum.,Avg.Rel.Hum.,HDD,CDD,GDD,GDD Mod. Sine Wave,Solar Radiation (Langleys),AvgWindDir,AvgWindSpeed,MaxWindSpeed,TimeMaxWindSpeed,MaxSoilTemp2",MinSoilTemp2",AvgSoilTemp2",MaxSoilTemp4",MinSoilTemp4",AvgSoilTemp4",Max50cmAirTemp,Min50cmAirTemp,Avg50cmAirTemp,Max300cmAirTemp,Min300cmAirTemp,Avg300cmAirTemp
12/12/2013,0,16.2,-,14.0,-,14.8,11:25 PM,7:45 PM,71,66,68,50.1,0,0,0,,233.032941176471,10.8,13.6,10:45 PM,25.8,24.1,24.7,28.0,27.0,27.4,-,-,-,-,-,-,
12/13/2013,0,31.0,-,14.7,-,22.4,2:45 PM,7:45 AM,87,63,73,42.5,0,0,0,,190.590486111111,6.6,12.8,2:35 AM,29.8,24.2,26.9,30.2,26.8,28.4,-,-,-,-,-,-,
12/14/2013,0,30.5,-,20.6,-,26.2,4:15 PM,11:05 PM,100,85,98,38.7,0,0,0,,95.2576354166667,7.9,11.4,10:35 AM,30.2,29.1,29.7,30.8,30.1,30.4,-,-,-,-,-,-,
12/15/2013,0,23.9,-,9.9,-,17.7,9:50 AM,11:55 PM,97,84,90,47.3,0,0,0,,254.888194444444,11.1,19.3,11:25 AM,30.4,24.7,29.2,31.0,27.9,30.5,-,-,-,-,-,-,
12/16/2013,0.01,24.9,-,2.4,-,13.2,1:55 PM,8:15 AM,97,58,84,51.7,0,0,0,,181.777392361111,4.2,10.5,1:15 AM,28.6,21.8,25.1,29.1,25.3,27.3,-,-,-,-,-,-,
12/17/2013,0,25.3,-,16.7,-,21.1,2:50 PM,5:25 AM,99,90,95,43.8,0,0,0,,241.286805555555,9.3,15.8,1:25 PM,29.1,27.2,28.2,29.9,28.6,29.3,-,-,-,-,-,-,
12/18/2013,0,30.4,-,17.4,-,21.9,11:55 PM,4:55 AM,96,64,83,43.0,0,0,0,,225.970486111111,11.1,16.7,10:15 PM,28.6,26.7,27.5,29.4,28.4,28.9,-,-,-,-,-,-,
12/19/2013,0.2,41.5,-,31.1,-,37.7,12:45 PM,0:00 AM,87,60,77,27.3,0,0,0,,212.669791666667,9.2,15.4,1:45 AM,31.0,27.3,29.4,31.0,28.6,29.9,-,-,-,-,-,-,
12/20/2013,0.3,54.7,-,39.0,-,45.9,11:30 PM,2:45 AM,100,82,96,19.1,0,0,1.1,,200.183680555555,9.3,12.8,11:00 PM,37.3,31.0,32.6,31.9,31.1,31.4,-,-,-,-,-,-,
12/21/2013,2.82,55.5,-,32.4,-,40.5,1:05 AM,10:05 PM,100,99,100,24.4,0,0,1.1,,150.375340277778,7.9,14.7,11:25 PM,40.1,32.7,36.5,35.3,31.9,34.0,-,-,-,-,-,-,
12/22/2013,0.35,44.4,-,33.1,-,37.3,11:35 AM,2:25 AM,100,90,97,27.6,0,0,0,,189.989496527778,10.3,21.1,11:45 AM,37.3,32.7,34.8,35.6,32.6,34.0,-,-,-,-,-,-,
12/23/2013,0,35.3,-,22.5,-,29.6,0:00 AM,11:55 PM,99,74,87,35.3,0,0,0,,264.986458333334,10.4,14.0,10:50 AM,34.3,32.2,32.7,34.0,32.9,33.2,-,-,-,-,-,-,
12/24/2013,0,22.3,-,10.4,-,15.7,0:00 AM,8:15 AM,94,68,82,49.3,0,0,0,,264.448958333334,8.7,14.8,0:45 AM,32.2,29.0,31.1,32.9,32.2,32.5,-,-,-,-,-,-,
12/25/2013,0,25.4,-,12.4,-,20.8,11:55 PM,0:50 AM,97,75,86,44.1,0,0,0,,196.380208333333,8.8,15.5,8:55 AM,29.5,28.2,28.9,32.2,31.5,31.8,-,-,-,-,-,-,
12/26/2013,0,28.8,-,24.6,-,26.8,6:30 AM,6:00 PM,99,73,85,38.2,0,0,0,,232.398958333333,9.0,15.2,1:00 PM,30.5,29.5,30.0,31.6,31.3,31.5,-,-,-,-,-,-,
12/27/2013,0,40.6,-,27.4,-,34.7,3:45 PM,1:30 AM,90,74,81,30.2,0,0,0,,223.734722222222,8.4,15.2,11:55 PM,31.3,29.7,30.7,31.8,31.3,31.6,-,-,-,-,-,-,
12/28/2013,0,48.5,-,36.0,-,40.1,3:50 PM,7:40 AM,86,66,79,24.9,0,0,0,,221.104166666667,10.8,16.5,0:50 AM,31.7,31.3,31.5,31.9,31.8,31.9,-,-,-,-,-,-,
12/29/2013,0.01,43.9,-,27.7,-,37.1,3:05 PM,11:50 PM,98,71,81,27.9,0,0,0,,192.811805555556,6.9,13.0,7:35 PM,31.9,31.7,31.7,32.0,31.9,32.0,-,-,-,-,-,-,
12/30/2013,0,27.7,-,18.8,-,21.8,0:00 AM,8:15 AM,89,57,74,43.2,0,0,0,,0,0.0,0.0,11:55 PM,31.7,31.5,31.7,32.0,32.0,32.0,-,-,-,-,-,-,
12/31/2013,0,20.4,-,15.0,-,17.3,0:00 AM,7:55 AM,93,70,82,47.7,0,0,0,,211.956944444444,8.3,17.5,1:30 PM,31.5,27.9,29.3,32.0,30.8,31.6,-,-,-,-,-,-,
1/1/2014,0,18.8,-,15.9,-,16.9,11:10 PM,3:15 PM,96,90,94,48.1,0,0,0,,82.2126388888889,7.5,13.4,3:15 PM,30.6,28.1,29.9,31.5,30.8,31.2,-,-,-,-,-,-,
1/2/2014,0,19.0,-,6.0,-,13.0,0:30 AM,11:55 PM,95,78,90,51.9,0,0,0,,95.1945868055555,12.3,17.8,3:00 AM,30.8,30.6,30.7,31.6,31.5,31.5,-,-,-,-,-,-,
1/3/2014,0,10.7,-,-10.5,-,2.8,9:35 PM,6:50 AM,90,67,76,62.2,0,0,0,,247.865277777778,6.5,12.7,10:30 PM,30.9,30.8,30.9,31.6,31.6,31.6,-,-,-,-,-,-,
1/4/2014,0.01,32.2,-,8.6,-,22.5,11:55 PM,0:00 AM,79,59,70,42.5,0,0,0,,201.568055555556,12.0,19.5,12:45 PM,31.1,30.9,30.9,31.7,31.6,31.6,-,-,-,-,-,-,
1/5/2014,0.07,35.1,-,21.4,-,30.6,1:35 AM,11:55 PM,100,68,95,34.4,0,0,0,,147.969763888889,7.0,15.2,11:40 PM,31.3,31.1,31.2,31.8,31.7,31.7,-,-,-,-,-,-,
1/6/2014,0,21.1,-,-15.5,-,-1.8,0:00 AM,11:55 PM,97,77,83,66.7,0,0,0,,258.2875,15.5,22.4,9:55 AM,31.3,29.2,30.8,31.8,31.1,31.7,-,-,-,-,-,-,
1/7/2014,0,2.1,-,-15.7,-,-7.1,11:30 PM,0:45 AM,80,75,79,72.0,0,0,0,,233.132291666666,14.0,19.9,2:10 PM,29.1,27.9,28.2,31.1,29.6,30.2,-,-,-,-,-,-,
1/8/2014,0,17.9,-,-9.9,-,9.9,2:15 PM,2:50 AM,90,71,82,55.0,0,0,0,,216.947569444445,4.8,10.1,11:50 AM,29.1,27.5,28.3,30.1,29.3,29.7,-,-,-,-,-,-,
1/9/2014,0,28.1,-,-8.2,-,11.1,11:55 PM,7:20 AM,100,78,91,53.9,0,0,0,,96.3487500000001,2.4,6.3,9:50 PM,29.4,27.1,28.3,30.1,28.8,29.5,-,-,-,-,-,-,
1/10/2014,0.54,39.6,-,28.3,-,34.8,11:50 PM,0:00 AM,100,95,99,30.2,0,0,0,,174.353819444444,7.4,12.6,3:45 PM,31.4,29.4,30.3,31.5,30.1,30.7,-,-,-,-,-,-,
1/11/2014,0.31,43.1,-,33.0,-,38.3,10:30 AM,8:30 PM,100,87,98,26.6,0,0,0,,222.915277777778,10.7,16.7,1:25 PM,31.7,31.4,31.6,31.9,31.5,31.8,-,-,-,-,-,-,
1/12/2014,0,37.3,-,32.6,-,34.3,11:05 PM,7:45 AM,94,83,89,30.7,0,0,0,,229.154166666667,10.8,18.6,8:50 PM,31.7,31.7,31.7,31.9,31.9,31.9,-,-,-,-,-,-,
1/13/2014,0,47.5,-,35.1,-,42.0,1:35 PM,1:15 AM,98,72,84,23.0,0,0,0,,207.477430555556,10.6,16.7,1:50 PM,33.5,31.7,32.4,32.0,31.9,32.0,-,-,-,-,-,-,
1/14/2014,0,40.9,-,29.3,-,34.6,4:05 PM,8:15 AM,100,67,87,30.4,0,0,0,,227.561111111111,8.6,17.5,11:15 PM,35.2,31.6,32.5,32.0,32.0,32.0,-,-,-,-,-,-,
1/15/2014,0,30.4,-,20.8,-,25.2,0:05 AM,11:55 PM,89,70,79,39.8,0,0,0,,247.763888888889,11.4,17.8,1:40 AM,31.7,31.7,31.7,32.0,32.0,32.0,-,-,-,-,-,-,
1/16/2014,0,28.8,-,18.7,-,23.3,11:40 PM,5:45 AM,99,75,87,41.6,0,0,0,,199.933680555555,12.7,17.1,10:50 AM,31.7,30.5,30.9,32.0,31.8,31.9,-,-,-,-,-,-,
1/17/2014,0.08,34.2,-,9.4,-,22.5,12:10 PM,11:55 PM,95,73,87,42.4,0,0,0,,227.552010416667,9.4,18.7,7:10 PM,31.2,28.4,30.5,31.8,31.1,31.6,-,-,-,-,-,-,
1/18/2014,0,17.7,-,3.7,-,12.3,6:35 PM,8:00 AM,97,79,88,52.7,0,0,0,,187.701041666667,7.7,15.1,10:45 AM,28.7,24.4,27.0,31.1,28.1,29.5,-,-,-,-,-,-,
1/19/2014,0,30.3,-,3.5,-,20.0,11:55 PM,5:25 AM,97,80,89,45.0,0,0,0,,229.131180555556,11.8,24.7,12:50 PM,30.0,28.7,29.2,30.7,29.9,30.3,-,-,-,-,-,-,
1/20/2014,0,34.3,-,13.4,-,28.6,4:10 AM,11:55 PM,93,70,83,36.4,0,0,0,,228.605680555556,9.0,17.8,0:30 AM,31.1,28.8,30.4,31.4,30.2,30.9,-,-,-,-,-,-,
1/21/2014,0,13.4,-,-4.1,-,7.5,0:00 AM,11:45 PM,91,70,79,57.4,0,0,0,,105.961416666667,7.8,14.5,5:00 AM,30.3,28.0,29.7,31.3,29.7,30.7,-,-,-,-,-,-,
1/22/2014,0,10.8,-,-8.2,-,3.3,11:40 PM,4:25 AM,92,63,82,61.6,0,0,0,,212.321875,6.3,12.4,4:05 PM,28.0,25.8,27.0,29.7,27.8,28.6,-,-,-,-,-,-,
1/23/2014,0,10.8,-,-0.9,-,6.2,4:40 PM,11:55 PM,91,77,84,58.7,0,0,0,,257.716666666667,9.8,14.7,4:15 PM,27.5,24.7,26.6,28.7,26.8,28.1,-,-,-,-,-,-,
1/24/2014,0,17.4,-,-5.4,-,5.1,11:20 PM,7:55 AM,90,63,76,59.9,0,0,0,,223.954166666667,16.2,24.3,2:30 PM,25.9,22.0,23.9,26.8,24.3,25.6,-,-,-,-,-,-,
1/25/2014,0.01,29.4,-,9.2,-,18.9,11:45 AM,11:40 PM,98,63,86,46.1,0,0,0,,264.425347222222,14.4,24.5,1:15 AM,28.4,26.0,27.4,28.9,26.8,28.0,-,-,-,-,-,-,
1/26/2014,0,31.4,-,3.4,-,16.4,5:30 PM,4:35 AM,94,72,85,48.6,0,0,0,,221.344444444444,9.7,18.1,6:25 PM,28.5,28.1,28.2,29.1,28.9,28.9,-,-,-,-,-,-,
1/27/2014,0,30.1,-,-5.7,-,8.1,0:20 AM,11:55 PM,95,67,77,56.9,0,0,0,,272.753819444444,14.4,25.5,2:05 AM,28.9,28.2,28.7,29.5,29.1,29.3,-,-,-,-,-,-,
1/28/2014,0,2.3,-,-11.2,-,-4.5,4:10 PM,7:55 AM,80,67,74,69.5,0,0,0,,233.396527777778,9.8,14.4,9:30 AM,28.2,26.4,27.0,29.1,27.6,28.2,-,-,-,-,-,-,
1/29/2014,0,15.1,-,-2.7,-,6.7,3:10 PM,1:50 AM,81,58,70,58.2,0,0,0,,228.495833333333,12.2,17.5,9:45 AM,26.7,25.9,26.2,27.6,27.1,27.3,-,-,-,-,-,-,
1/30/2014,0,28.1,-,7.6,-,17.1,11:55 PM,6:10 AM,89,57,68,47.9,0,0,0,,199.478819444444,13.7,20.2,9:20 PM,27.4,26.3,26.7,28.1,27.4,27.6,-,-,-,-,-,-,
1/31/2014,0,35.5,-,28.1,-,30.5,12:10 PM,11:55 PM,99,59,79,34.4,0,0,0,,224.350347222222,8.0,15.7,1:25 AM,29.3,27.4,28.4,29.6,28.1,28.9,-,-,-,-,-,-,
2/1/2014,1.03,37.1,-,27.7,-,32.5,7:25 PM,0:40 AM,100,98,100,32.5,0,0,0,,168.262847222222,6.0,11.3,4:35 PM,31.1,29.3,30.0,31.4,29.6,30.3,-,-,-,-,-,-,
2/2/2014,0,31.5,-,16.6,-,24.4,0:00 AM,10:45 PM,100,84,94,40.6,0,0,0,,3.503125,0.0,5.2,0:00 AM,31.4,31.1,31.3,31.6,31.4,31.5,-,-,-,-,-,-,
2/3/2014,0.09,27.7,-,1.8,-,15.8,3:50 PM,11:25 PM,97,56,86,49.2,0,0,0,,73.6601041666667,1.3,5.5,12:00 PM,31.4,31.4,31.4,31.6,31.6,31.6,-,-,-,-,-,-,
2/4/2014,0,22.7,-,0.2,-,14.9,2:25 PM,2:00 AM,97,79,91,50.0,0,0,0,,73.5682638888889,5.0,14.9,11:45 PM,31.4,31.3,31.4,31.7,31.6,31.6,-,-,-,-,-,-,
2/5/2014,0,26.0,-,3.0,-,19.9,3:45 PM,11:40 PM,98,72,89,45.1,0,0,0,,143.269638888889,10.4,18.7,5:05 AM,31.3,31.1,31.2,31.6,31.5,31.5,-,-,-,-,-,-,
2/6/2014,0,18.2,-,-7.2,-,5.2,12:30 PM,7:05 AM,95,76,86,59.8,0,0,0,,213.135138888889,7.9,17.9,3:30 PM,31.1,30.8,31.0,31.5,31.2,31.4,-,-,-,-,-,-,
2/7/2014,0,8.4,-,-9.0,-,-0.8,3:25 PM,5:45 AM,84,73,79,65.7,0,0,0,,229.277430555556,10.0,16.6,1:45 PM,30.8,30.0,30.4,31.2,30.7,31.0,-,-,-,-,-,-,
2/8/2014,0,15.5,-,1.6,-,8.7,1:10 PM,8:15 AM,95,57,78,56.3,0,0,0,,197.058680555555,4.4,7.4,9:40 AM,30.0,29.6,29.7,30.7,30.2,30.4,-,-,-,-,-,-,
2/9/2014,0,21.0,-,5.8,-,15.1,3:10 PM,11:55 PM,96,76,89,49.8,0,0,0,,206.100986111111,5.0,12.8,1:35 PM,30.3,29.8,30.0,30.7,30.3,30.5,-,-,-,-,-,-,
2/10/2014,0,16.2,-,-7.8,-,5.1,3:20 PM,11:45 PM,92,71,85,59.9,0,0,0,,236.334027777778,5.4,10.8,4:25 PM,30.4,30.3,30.3,30.8,30.7,30.7,-,-,-,-,-,-,
