"Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","Qualifier","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux","GenFlux","GenConc"
2007-10-01,1.11851543156276,57616,10,275,2007.74874429224,1894,2008,"A",1,0.112002298511574,NA,NA,2.41165030612137,0.570166417252723,13.2284489739657,1278.39378064503,17.3718228722159,19540.1829667962,1147.79184314925,11.877017910845
2007-10-02,0.945782668713824,57617,10,276,2007.75148401826,1894,2008,"A",2,-0.0557424734128477,NA,NA,2.33701377905204,0.561040504796079,12.1867300705434,995.846234890771,17.1238968592972,12385.4199633702,406.134815769323,4.9701
2007-10-03,0.707921159216934,57618,10,277,2007.75422374429,1894,2008,"A:e",3,-0.345422548527302,NA,NA,2.2377238096225,0.546203220470459,10.9223750296627,668.06038590344,15.0868291321728,5312.34532966066,698.920772466499,11.4269233051098
2007-10-04,0.617307250837166,57619,10,278,2007.75696347032,1894,2008,"A",4,-0.482388403600459,NA,NA,2.19386264106935,0.53996192286823,10.4350263818502,556.555747523897,16.2677157973722,5342.66665746155,293.856424923956,5.5096
2007-10-05,0.583327035194753,57620,10,279,2007.75970319635,1894,2008,"A",5,-0.539007297599967,NA,NA,2.16995653669454,0.537635506395252,10.1825190737971,513.193420408214,18.3904648190697,17130.830865126,200.58983424649,3.98
2007-10-06,0.835346967875982,57621,10,280,2007.76244292237,1894,2008,"A",6,-0.179908110049728,NA,NA,2.25184300786499,0.556106888430797,11.1337132972736,803.564378848337,21.3448745426926,18069.2091465157,209.297318873204,2.8999
2007-10-07,0.841010337149717,57622,10,281,2007.7651826484,1894,2008,"A",7,-0.173151327586848,0.807030121507304,NA,2.24515801596216,0.557082771649151,11.0753866731816,804.774068358559,24.5606389061988,44361.3834645464,481.946558012284,6.6326
2007-10-08,0.824020229328511,57623,10,282,2007.76792237443,1894,2008,"A",8,-0.193560199218056,0.764959378330984,NA,2.22908429275361,0.55652228796544,10.8953436601289,775.697781435752,23.1021362893808,28869.479652983,638.559869263053,8.96912352941177
2007-10-09,0.809861806144172,57624,10,283,2007.77066210046,1894,2008,"A",9,-0.210891655569695,0.745542112249605,NA,2.21532161807227,0.556212268168734,10.7528432998852,752.398597097019,16.0976085997183,5520.81308320989,413.017081656186,5.9026
2007-10-10,0.569168612010415,57625,10,284,2007.77340182648,1894,2008,"A",10,-0.563578558330472,0.725720319791531,NA,2.11515231599799,0.538737268620478,9.6691155397707,475.490050946463,13.3620135063727,2442.87493792916,375.568230843009,7.6372
2007-10-11,0.549346819552341,57626,10,285,2007.77614155251,1894,2008,"A",11,-0.59902530732622,0.716011686750842,NA,2.09626247285212,0.537378402147345,9.48151668720039,450.026585566213,12.2970937090561,1672.83053529471,239.833395002705,5.053
2007-10-12,0.883485606702733,57627,10,286,2007.77888127854,1894,2008,"A",12,-0.123880278580066,0.758891482680553,NA,2.21784692265823,0.562939765840905,10.8546349587336,828.568548177422,11.8792645131858,1423.93737431869,383.001612332915,5.0175
2007-10-13,0.846673706423453,57628,10,287,2007.78162100457,1894,2008,"A",13,-0.166439892998862,0.760509588187335,NA,2.19195247861065,0.560948534697665,10.5442289811491,771.337851797989,11.6582407793435,1293.57378565256,308.221199537291,4.2134
2007-10-14,0.832515283239114,57629,10,288,2007.78436073059,1894,2008,"A",14,-0.183303699050866,0.759296009057248,NA,2.17606351688774,0.560501371129928,10.3655130616649,745.584310867736,11.204338762071,1110.77376774278,544.145309369617,7.565
2007-10-15,0.824020229328511,57630,10,289,2007.78710045662,1894,2008,"A",15,-0.193560199218056,0.759296009057248,NA,2.16385837689416,0.560523176517164,10.2401721626023,729.052618791544,11.2679500696048,1136.16711517721,551.052829672558,7.74001176470588
2007-10-16,0.903307399160808,57631,10,290,2007.78984018265,1894,2008,"A",16,-0.101692363604703,0.772645379488196,NA,2.18938791140706,0.566645483741946,10.5797165820995,825.702013696444,11.4578939768878,1210.24564430126,311.246488038525,3.988
2007-10-17,1.11851543156276,57632,10,291,2007.79257990868,1894,2008,"A",17,0.112002298511574,0.851123496567102,NA,2.26382413762676,0.580362008210004,11.5266655673705,1113.93388611939,10.4648979168169,881.883756237808,784.183115757541,8.1145
