"DecYear","Q","Conc","Flux","FNConc","FNFlux","GenConc","GenFlux","PeriodLong","PeriodStart"
2008.24797771633,16.6543520338126,53.3088963114789,92752.7572499704,48.238607486841,62359.4687803373,47.3737063627705,86919.0792114745,12,10
2009.24746161413,12.406719793852,49.5049292648234,82356.29650029,48.5827900238386,62544.8542921289,49.5577237044088,116368.740218482,12,10
2010.24737442922,10.6688567469055,48.8777762593018,58189.6858360802,49.0260734873437,63005.9209136467,55.9063352562756,68669.3018406975,12,10
2011.24737442922,11.5593633798997,47.3915902070628,67759.4121774489,49.4979681317302,63631.4245501474,44.2435974270053,59303.9092648578,12,10
2012.24797771633,13.4054635393933,49.4780231523292,73881.8767817652,50.0866035989074,64588.4637131651,52.3125205864687,78570.1986098789,12,10
2013.24746161413,7.08205879288641,44.4307480017328,38112.8655612071,50.6386839634805,65435.4562940582,42.2760164806813,40782.1340677669,12,10
2014.24737442922,9.91701732267677,47.2791213995753,51780.8656477354,51.3728917038453,66479.396739735,32.9597731212964,30682.8356737129,12,10
2015.24737442922,8.15493367453494,44.0967456288647,57312.1653936222,51.6569027122682,67416.0553556405,26.0959313634943,29470.8233380985,12,10
2016.24797771633,6.9687758913315,46.6891919950318,33496.2364333771,51.1976370572567,68860.7918741456,52.1527427207125,36509.7992298291,12,10
2017.24746161413,13.2982427300994,55.2591066150135,76680.4913109801,50.1977336947403,69184.4702752637,62.5189182874991,94976.8528887286,12,10
2018.24737442922,12.4712822035726,51.3387486058467,78323.4042316236,49.3682536790209,69624.9570484252,50.294438100687,89819.8161833214,12,10
2019.24737442922,15.543885017737,59.509738658113,101452.833053497,48.5337998094492,70091.7033787283,64.0633933123047,103965.586901307,12,10
2020.24797771633,13.5314680899437,52.4909769231413,81189.0769929857,47.7417099606589,70711.6313051278,54.6703673271612,97854.076600839,12,10
2021.24746161413,6.10880490417492,39.3939025158367,37916.6369077496,46.7528472376342,70925.8805718902,35.9955246892949,30142.9046207819,12,10
2022.24737442922,13.1835788974065,51.291701824727,72646.0222874918,45.8285711399218,71189.0621424198,51.6282541536891,75808.1633707723,12,10
