"DecYear","Q","Conc","Flux","FNConc","FNFlux","GenConc","GenFlux","PeriodLong","PeriodStart"
2008.24797771633,15.278660063529,0.111784681598999,162.068894614078,0.104623596618799,103.447464674012,0.147611927029792,177.6604721945,12,10
2009.24746161413,7.54046586637474,0.114742101302891,74.3709801341395,0.115025310033865,105.929102728477,0.0702612005556879,52.7879907833429,12,10
2010.24737442922,5.64239153330235,0.121257517219129,51.464810306761,0.126482261498494,108.846015449629,0.119487058790853,56.5472433698941,12,10
2011.24737442922,13.6501722548094,0.131531089356688,155.841329741409,0.138823730700488,111.765692726466,0.114683706131099,144.52139314152,12,10
2012.24797771633,11.6057817263261,0.184265185093789,159.59948785195,0.152028871460303,114.997217165432,0.20597174526371,168.66627819731,12,10
2013.24746161413,11.0445941450775,0.151359654327584,131.595787316532,0.166293761661429,117.317986363345,0.153228021207269,131.844315032286,12,10
2014.24737442922,9.97000473656665,0.178416374557882,122.658457586259,0.181644974313323,119.914364228869,0.184791822201786,118.328252256915,12,10
2015.24737442922,8.69484671732445,0.195084468430962,107.662083200574,0.195926785413038,122.669618708371,0.198878161030427,102.654999667769,12,10
2016.24797771633,7.0386860071204,0.217691189533597,83.62076364002,0.204511358489081,125.282023735705,0.215783783152868,72.7740330775408,12,10
2017.24746161413,10.5002047131497,0.199409048010831,132.484126493265,0.210082145070258,127.028991508748,0.223592681595292,137.128754656326,12,10
2018.24737442922,9.98443469115452,0.201109490838173,128.762442987672,0.216161344882548,129.159560203599,0.198287597239437,120.757445457608,12,10
2019.24737442922,15.7637556322397,0.181468085649947,202.424670449022,0.222193479074428,131.281640042166,0.165983116770373,197.778326387498,12,10
2020.24797771633,8.39247110568455,0.219754164079433,101.978361820152,0.227863950518559,133.839503816501,0.208450167402532,95.4514111396351,12,10
2021.24746161413,7.32282956742118,0.236836216719713,101.184527585975,0.23353646524695,135.631653116992,0.224074448599878,103.546427393207,12,10
2022.24737442922,7.93945488653346,0.230843437336632,102.767885302115,0.238886879682789,137.934283552969,0.218032874909608,99.9969057735753,12,10
