"DecYear","Q","Conc","Flux","FNConc","FNFlux","GenConc","GenFlux","PeriodLong","PeriodStart"
2008.24797771633,16.6543520338126,0.058265301996339,114.695662670772,0.0510192991241857,68.5513065214276,0.0535886625482295,112.762182834779,12,10
2009.24746161413,12.406719793852,0.0495568966162323,75.2843499595286,0.0518696674318303,69.6306386003956,0.0418551867199754,62.5165947223993,12,10
2010.24737442922,10.6688567469055,0.0505531258588192,57.1693614607824,0.0527356122758373,70.7345884493002,0.0501568601242492,58.8565792419348,12,10
2011.24737442922,11.5593633798997,0.0486111553691756,68.3754004604182,0.0535626961129861,71.7859372814983,0.0483770702762467,68.885735808811,12,10
2012.24797771633,13.4054635393933,0.0692552749657567,108.382876458014,0.0544168136404673,72.8925030947832,0.0637643708885856,90.6311267193075,12,10
2013.24746161413,7.08205879288641,0.0461924999055463,33.8017599901621,0.0552592988583197,73.8384961552945,0.0487625104269887,35.2491560211308,12,10
2014.24737442922,9.91701732267677,0.0530678689277439,58.3935427314565,0.0563493239723013,75.0975884612761,0.0551487017581374,68.8122233773468,12,10
2015.24737442922,8.15493367453494,0.0484043796395017,57.2881897729349,0.057155717874709,76.1604053088254,0.0495655219173331,54.106016474853,12,10
2016.24797771633,6.9687758913315,0.0483947104569701,29.1336495492599,0.0570015881589128,76.2408285296597,0.0452537016908834,25.2061187861649,12,10
2017.24746161413,13.2982427300994,0.0604795595752344,83.5040127231956,0.055796589986979,75.1371580209052,0.0580555655924392,84.6630688231304,12,10
2018.24737442922,12.4712822035726,0.0543602367092868,80.2394680770548,0.0543227875008431,73.5150482248427,0.0595258914346777,84.4199159468052,12,10
2019.24737442922,15.543885017737,0.0605608097506251,94.0774609693839,0.0526566797386721,71.3583617562069,0.0542871134734451,87.2351185960727,12,10
2020.24797771633,13.5314680899437,0.0564285371222967,87.2883703777438,0.0509172138490485,68.9507527426386,0.0469830484266376,74.8611878637084,12,10
2021.24746161413,6.10880490417492,0.0405865831488807,34.6366752688544,0.0490586405471612,66.2175148735223,0.0396303896309839,33.4152960447103,12,10
2022.24737442922,13.1835788974065,0.0528180366292639,80.2984523428398,0.0472675105221797,63.5225620367411,0.0496580928123774,77.0241347540691,12,10
