"DecYear","Q","Conc","Flux","FNConc","FNFlux","GenConc","GenFlux","PeriodLong","PeriodStart"
2008.24797771633,7.64599957750553,0.0858559754978983,87.5948820135596,0.0800067412322902,57.9231325308491,0.0740134599202471,87.2778970886233,12,10
2009.24746161413,3.82886664866276,0.0635096318452695,40.0372343944955,0.0796021363501415,58.3076657272889,0.0541240589913701,34.8703736223819,12,10
2010.24737442922,2.72214731707359,0.0656318173868553,24.7506371825994,0.0792790849738127,58.9524872603414,0.0826139623902818,30.3400671921426,12,10
2011.24737442922,7.31159282213888,0.087840898669207,89.5566439789798,0.078975366350015,59.5517877155912,0.0970494684924008,96.8201036005811,12,10
2012.24797771633,5.44210484042167,0.0873173307473963,85.1369427746198,0.0788526614311862,60.4991653110938,0.0876171236798917,90.7479626413299,12,10
2013.24746161413,4.90825983560416,0.0848385918700706,64.3894617227283,0.0784374592306452,60.7459543872775,0.0692564568645241,55.8688518406043,12,10
2014.24737442922,5.13666429421792,0.0792621529280181,62.8568399773798,0.0777174070264376,61.2640459251335,0.0815904338196413,73.9118588081877,12,10
2015.24737442922,3.63367358391741,0.0641541905234186,43.1377982792747,0.0763057542088248,61.0219001672848,0.0582206905044598,41.4296945460584,12,10
2016.24797771633,3.79602876627093,0.0597823927976367,37.678215579921,0.0759369294720366,61.1302772458389,0.0577047416461533,36.4214489182494,12,10
2017.24746161413,4.91501127000206,0.0705118560479359,56.577514162935,0.0758757363621704,60.8585415886078,0.0710279190559417,58.8642637352143,12,10
2018.24737442922,5.30425347647988,0.0741157604141924,64.3543814946525,0.0755166487613609,60.7154929088789,0.073090929976874,60.796259019103,12,10
2019.24737442922,6.95590607860794,0.100413402012228,93.105502712588,0.0747500644576301,60.3322483045119,0.0865013157276274,85.295856828888,12,10
2020.24797771633,4.07105033399425,0.0697392088253565,37.9006511292045,0.0739252583483642,60.1970453251851,0.0708918317912214,41.9838834124042,12,10
2021.24746161413,4.23438638697852,0.0779233822128989,55.2202533730228,0.0727544705629149,59.3052541599955,0.0822159811310517,56.7886838936384,12,10
2022.24737442922,5.09007028117528,0.0796174667532281,55.6796771975802,0.0717681044649543,58.8112187744723,0.0792746810125202,58.1233484770176,12,10
