"DecYear","Q","Conc","Flux","FNConc","FNFlux","GenConc","GenFlux","PeriodLong","PeriodStart"
2008.24797771633,253.754378205526,0.0740096725560308,2336.23677270216,0.0705769201584089,1645.58828248173,0.0672312373217437,2272.7379395232,12,10
2009.24746161413,160.901984436098,0.0634608852629575,1316.78728414951,0.0719970388934684,1649.51559320185,0.0455775902432897,953.013319866035,12,10
2010.24737442922,147.373444285601,0.0734666252527177,1150.10460465933,0.073418068639939,1655.97452189313,0.0694907674724359,1107.04908678585,12,10
2011.24737442922,197.477567055862,0.0703559677270682,1628.34110758744,0.0747567497710322,1660.59052022327,0.0594831251106854,1475.438550033,12,10
2012.24797771633,188.606459659945,0.0731504606104331,1932.39341140167,0.0758892241904511,1666.17700690198,0.0581035352773831,1675.91938213021,12,10
2013.24746161413,159.388468392793,0.0743732049507111,1331.77112559099,0.0763233574510964,1659.37759326422,0.0650298971436494,1282.77315299548,12,10
2014.24737442922,185.418632441698,0.0741735235100994,1559.04499330355,0.0759815082598294,1654.66200318019,0.0713831440650204,1589.77172651311,12,10
2015.24737442922,210.708989786572,0.0811464211574571,1979.74948358394,0.0754346387659926,1653.57291327789,0.087400610534725,2043.17695784089,12,10
2016.24797771633,125.562622062735,0.0646962112576024,970.225802854825,0.074782768211855,1650.06667340622,0.038049566989632,671.505490754031,12,10
2017.24746161413,217.461277568884,0.0785053223641998,1907.26141932182,0.0743417383714451,1636.26487951309,0.0716144500216306,1755.78399334325,12,10
2018.24737442922,185.765804736218,0.0751920955353713,1568.89446264472,0.0738109577084995,1622.30141188379,0.0584083211494678,1383.37968147081,12,10
2019.24737442922,283.778478379916,0.0931648820132581,2494.6188088183,0.0731484846203738,1605.38724052294,0.0823245764089204,2218.99379503451,12,10
2020.24797771633,181.947575288955,0.070952262727299,1483.07754973866,0.0724900592509536,1590.85486580335,0.0569691479520075,1320.07020255031,12,10
2021.24746161413,127.84070864365,0.0686372717347521,1028.91587823001,0.0716784150913095,1568.53633008227,0.0570930313793759,911.271961816438,12,10
2022.24737442922,210.993865019081,0.0862422499040654,1884.93194991146,0.0709492241529192,1550.52639012005,0.0787909730988902,1757.47571568124,12,10
