"date","remark","conc"
2007-10-01,"",0.325308862275449
2007-10-02,"",0.3121
2007-10-04,"",0.3451
2007-10-05,"",0.3443
2007-10-06,"",0.4069
2007-10-07,"",0.309
2007-10-08,"",0.356364705882353
2007-10-09,"",0.317
2007-10-10,"",0.3963
2007-10-11,"",0.4797
2007-10-12,"",0.3477
2007-10-13,"",0.2552
2007-10-14,"",0.1982
2007-10-15,"",0.194170588235294
2007-10-16,"",0.2125
2007-10-17,"",0.2221
2007-10-18,"",0.258
2007-10-19,"",0.2625
2007-10-20,"",0.2818
2007-10-21,"",0.3117
2007-10-22,"",0.381622841965471
2007-10-23,"",0.2467
2007-10-24,"",0.224
2007-10-25,"",0.1715
2007-10-26,"",0.1917
2007-10-27,"",0.2213
2007-10-28,"",0.2463
2007-10-29,"",0.329975414781297
2007-10-30,"",0.2711
2007-10-31,"",0.3366
2007-11-01,"",0.3056
2007-11-02,"",0.2625
2007-11-03,"",0.2536
2007-11-04,"",0.2666
2007-11-05,"",0.274918987341772
2007-11-06,"",0.4481
2007-11-07,"",0.37
2007-11-08,"",0.4008
2007-11-09,"",0.3028
2007-11-10,"",0.2952
2007-11-11,"",0.2564
2007-11-12,"",0.206944491814461
2007-11-13,"",0.1737
2007-11-14,"",0.1159
2007-11-16,"",0.1532
2007-11-17,"",0.1931
2007-11-18,"",0.2517
2007-11-19,"",0.276468292682927
2007-11-20,"",0.3152
2007-11-21,"",0.2095
2007-11-22,"",0.138501195662249
2007-11-23,"",0.214911479869423
2007-11-24,"",0.285863476288214
2007-11-25,"",0.209776215407629
2007-11-26,"",0.159523855934938
2007-11-27,"",0.155745067200458
2007-11-28,"",0.17101728112992
2007-11-29,"",0.157
2007-11-30,"",0.1712
2007-12-01,"",0.145
2007-12-02,"",0.1603
2007-12-03,"",0.166422098679639
2007-12-04,"",0.18602940343145
2007-12-05,"",0.166627050069757
2007-12-07,"",0.1688
2007-12-08,"",0.1591
2007-12-09,"",0.0974
2007-12-10,"",0.0582
2007-12-11,"",0.1249
2007-12-12,"",0.208571445887446
2007-12-13,"",0.206704896626768
2007-12-14,"",0.200248089730109
2007-12-15,"",0.164436497064579
2007-12-16,"",0.10030150922303
2007-12-17,"",0.1034
2007-12-19,"",0.0948
2007-12-20,"",0.0952
2007-12-21,"",0.0995
2007-12-22,"",0.0847
2007-12-23,"",0.1376
2007-12-24,"",0.1573
2007-12-25,"",0.1272
2007-12-26,"",0.108
2007-12-27,"",0.1254
2007-12-28,"",0.108
2007-12-29,"",0.0888
2007-12-30,"",0.1007
2007-12-31,"",0.1037
2008-01-01,"",0.1055
2008-01-02,"",0.0970467413602651
2008-01-03,"",0.1123
2008-01-04,"",0.1069
2008-01-05,"",0.1165
2008-01-06,"",0.102761674912514
2008-01-07,"",0.106881352541016
2008-01-08,"",0.114624267782427
2008-01-09,"",0.17375359167508
2008-01-10,"",0.176389979582221
2008-01-11,"",0.167484761357102
2008-01-12,"",0.124111767053846
2008-01-13,"",0.107196867738637
2008-01-14,"",0.098823097202143
2008-01-15,"",0.1087
2008-01-16,"",0.1202
2008-01-17,"",0.1266
2008-01-18,"",0.1253
2008-01-19,"",0.1215
2008-01-20,"",0.1508
2008-01-21,"",0.1319
2008-01-22,"",0.13735
2008-01-23,"",0.1551
2008-01-24,"",0.1728
2008-01-25,"",0.4133
2008-01-26,"",0.2637
2008-01-27,"",0.2129
2008-01-28,"",0.215
2008-01-29,"",0.2052
2008-01-30,"",0.1755
2008-01-31,"",0.2136
2008-02-01,"",0.159
2008-02-02,"",0.1492
2008-02-03,"",0.2229
2008-02-04,"",0.157794605678233
2008-02-05,"",0.229715647832097
2008-02-06,"",0.186581086975486
2008-02-07,"",0.200021176309857
2008-02-08,"",0.186805721287023
2008-02-09,"",0.139457705501207
2008-02-10,"",0.109287746710526
2008-02-11,"",0.0995010783450704
2008-02-12,"",0.0936
2008-02-13,"",0.0839
2008-02-14,"",0.0904
2008-02-15,"",0.0991
2008-02-16,"",0.1176
2008-02-17,"",0.0742
2008-02-18,"",0.14008086662915
2008-02-19,"",0.130068577799013
2008-02-20,"",0.111133221674877
2008-02-21,"",0.1104
2008-02-22,"",0.0979
2008-02-23,"",0.0924
2008-02-24,"",0.1128
2008-02-25,"",0.103685452371463
2008-02-26,"",0.1308
2008-02-27,"",0.1608
2008-02-28,"",0.1703
2008-02-29,"",0.1649
2008-03-01,"",0.1291
2008-03-02,"",0.1244
2008-03-03,"",0.111937481525273
2008-03-04,"",0.126395106774148
2008-03-05,"",0.143222126649859
2008-03-06,"",0.135506460587326
2008-03-07,"",0.0965
2008-03-08,"",0.1094
2008-03-09,"",0.0857
2008-03-10,"",0.0721346798780488
2008-03-11,"",0.0749
2008-03-12,"",0.0655
2008-03-13,"",0.0914003278688525
2008-03-14,"",0.111618002038736
2008-03-15,"",0.107304094316653
2008-03-16,"",0.0969732897770945
2008-03-17,"",0.0983858463316002
2008-03-18,"",0.0729
2008-03-19,"",0.0971268858365233
2008-03-20,"",0.103905268268997
2008-03-21,"",0.113922542533081
2008-03-22,"",0.0781
2008-03-23,"",0.0752
2008-03-24,"",0.065866213029711
2008-03-25,"",0.0547
2008-03-26,"",0.0613
2008-03-27,"",0.057974432677761
2008-03-28,"",0.100769558115543
2008-03-29,"",0.100208591129333
2008-03-30,"",0.0929461047699746
2008-03-31,"",0.0702664076317059
2008-04-01,"",0.0561
2008-04-02,"",0.0509
2008-04-03,"",0.0626
2008-04-04,"",0.0643274762574142
2008-04-05,"",0.0773943883277216
2008-04-06,"",0.0759
2008-04-07,"",0.0648027094363127
2008-04-08,"",0.0754
2008-04-09,"",0.0779
2008-04-10,"",0.0834
2008-04-11,"",0.0626066974322565
2008-04-12,"",0.0657852652985764
2008-04-13,"",0.0618755925297114
2008-04-14,"",0.0606426573846246
2008-04-15,"",0.0566
2008-04-16,"",0.0716
2008-04-17,"",0.0788
2008-04-18,"",0.0859
2008-04-19,"",0.0899
2008-04-20,"",0.0803
2008-04-21,"",0.0518287897461178
2008-04-22,"",0.0828
2008-04-23,"",0.0818
2008-04-24,"",0.1008
2008-04-25,"",0.1065
2008-04-26,"",0.0745
2008-04-27,"",0.09
2008-04-28,"",0.101966666666667
2008-04-29,"",0.0945
2008-04-30,"",0.123513384247474
2008-05-01,"",0.13480407719489
2008-05-02,"",0.0902121661721068
2008-05-03,"",0.089687591648368
2008-05-04,"",0.0710595030399154
2008-05-05,"",0.0666701576372531
2008-05-06,"",0.0788
2008-05-07,"",0.0947
2008-05-08,"",0.084
2008-05-09,"",0.084647464971833
2008-05-10,"",0.0905196031535123
2008-05-11,"",0.0761441159007244
2008-05-12,"",0.0841336314847943
2008-05-13,"",0.104309355509356
2008-05-14,"",0.0976755248471964
2008-05-15,"",0.0767
2008-05-16,"",0.086728880866426
2008-05-17,"",0.0829081803880441
2008-05-18,"",0.0907
2008-05-19,"",0.0746822281167109
2008-05-20,"",0.0828
2008-05-21,"",0.1069
2008-05-22,"",0.1281
2008-05-23,"",0.1533
2008-05-24,"",0.1396
2008-05-25,"",0.1428
2008-05-26,"",0.150758532502557
2008-05-27,"",0.14895
2008-05-28,"",0.1473
2008-05-29,"",0.2171
