"Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","Qualifier","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux","GenFlux","GenConc"
2007-10-01,7.36238005585611,57616,10,275,2007.74874429224,1894,2008,"A",1,1.99638325762003,NA,NA,-1.67692877810914,0.387595350557806,0.201583495548732,128.229204143613,0.25068283475711,656.509868750918,149.16770983569,0.2345
2007-10-02,8.60832129607792,57617,10,276,2007.75148401826,1894,2008,"A",2,2.15272932801072,NA,NA,-1.66505925318284,0.391652740743508,0.204321075230403,151.965630415591,0.235554032307155,408.243482093521,193.302953699096,0.2599
2007-10-03,7.95703382959834,57618,10,277,2007.75422374429,1894,2008,"A",3,2.07405629593824,NA,NA,-1.67767215913247,0.389125974827916,0.201610035646504,138.604424315825,0.232018773966693,373.347942422445,164.653309629112,0.2395
2007-10-04,7.22079582401273,57619,10,278,2007.75696347032,1894,2008,"A",4,1.97696517176292,NA,NA,-1.69153652147627,0.386121214503682,0.198614550027795,123.911001800254,0.226424713561296,320.899406448301,158.839022890971,0.2546
2007-10-05,6.93762736032595,57620,10,279,2007.75970319635,1894,2008,"A",5,1.93695983714922,NA,NA,-1.69946629879897,0.384715913974265,0.196949862878888,118.053915032536,0.214705111161542,239.784418244578,189.114171740597,0.3155
2007-10-06,7.10752843853802,57621,10,280,2007.76244292237,1894,2008,"A",6,1.96115456573628,NA,NA,-1.70138843559019,0.38507116388469,0.196636189016634,120.752407193598,0.217454887078608,273.421245589793,134.731446285477,0.2194
2007-10-07,7.30574636311876,57622,10,281,2007.7651826484,1894,2008,"A",7,1.98866121152612,7.49991902393254,NA,-1.70318435209015,0.385506696877814,0.196352073324565,123.940665698265,0.232139810528098,450.787277935393,150.138317798542,0.237855507868383
2007-10-08,7.53228113406818,57623,10,282,2007.76792237443,1894,2008,"A",8,2.0191979353862,7.52419060653427,NA,-1.70491010389168,0.386013081189482,0.196085099483473,127.610043452171,0.217597114064244,293.025251558695,168.294058669731,0.2586
2007-10-09,7.47564744133082,57624,10,283,2007.77066210046,1894,2008,"A",9,2.01165072975081,7.36238005585611,NA,-1.70986848214867,0.385494093334061,0.195089049171659,126.007224589881,0.218247471508465,319.314980746483,174.521082699152,0.2702
2007-10-10,7.13584528490669,57625,10,284,2007.77340182648,1894,2008,"A",10,1.96513071411592,7.24506740661445,NA,-1.71775138929601,0.383947806084775,0.193430708738936,119.257195182701,0.207612952436407,220.021384344716,168.992800640029,0.2741
2007-10-11,7.27742951675008,57626,10,285,2007.77614155251,1894,2008,"A",11,1.98477771149972,7.25315793414836,NA,-1.72049636329666,0.384155551535269,0.192934530901102,121.311427678273,0.20076346460323,178.029732776723,179.702440348652,0.2858
2007-10-12,9.03307399160808,57627,10,286,2007.77888127854,1894,2008,"A",12,2.20089272938934,7.55250745290295,NA,-1.70967015684049,0.389474843210868,0.195521023150859,152.595867084764,0.198374378437328,168.165940384291,256.770548055855,0.329
2007-10-13,7.98535067596701,57628,10,287,2007.78162100457,1894,2008,"A",13,2.07760869754261,7.67791062967852,NA,-1.72281700451717,0.385933585993378,0.19266665379281,132.927332610302,0.20184405881404,200.211987658869,206.543918667367,0.299367518248175
