"Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","Qualifier","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux","GenFlux","GenConc"
2010-10-01,0.614475566200299,58712,10,275,2010.74874429224,1930,2011,"A",1,-0.486986112849089,NA,NA,-2.35895808567124,0.48987380317059,0.106793990702726,5.66976653889241,0.145164422457993,184.331814355944,4.1145283912772,0.0775
2010-10-02,0.433247749440764,58713,10,276,2010.75148401826,1930,2011,"A",2,-0.836445544997113,NA,NA,-2.25690466586599,0.466703936730787,0.117197093473252,4.38699257178783,0.136003631829005,94.3850117163246,5.70098582552116,0.1523
2010-10-03,0.501208180725589,58714,10,277,2010.75422374429,1930,2011,"A",3,-0.690733733815719,NA,NA,-2.31337006349119,0.479624572716765,0.111158122216048,4.81363432203843,0.125863879669284,48.6157285093713,6.59525811187742,0.1523
2010-10-04,0.356792264245335,58715,10,278,2010.75696347032,1930,2011,"A",4,-1.03060155943807,NA,NA,-2.19903642383321,0.450160340843967,0.123323476250895,3.80167450498044,0.122326565045311,30.2727581571901,2.9702900514002,0.096353986679353
2010-10-05,0.368119002792806,58716,10,279,2010.75970319635,1930,2011,"A",5,-0.999349015933966,NA,NA,-2.21517538752599,0.453069811417274,0.121566043113563,3.86646657676692,0.140611063772036,98.6446664765438,1.31992749641388,0.0415
2010-10-06,0.373782372066541,58717,10,280,2010.76244292237,1930,2011,"A",6,-0.984081543803177,NA,NA,-2.22570787100821,0.454588950227308,0.120410211404217,3.88862332759024,0.139308474078356,416.508328497277,1.29179187786197,0.04
2010-10-07,0.302990256144848,58718,10,281,2010.7651826484,1930,2011,"A",7,-1.19405463192764,0.421516484516597,NA,-2.15641183419083,0.436262659184732,0.127612060636455,3.34067422516514,0.150163953111109,510.529550593014,1.99217305376262,0.0761
2010-10-08,0.26504568201082,58719,10,282,2010.76792237443,1930,2011,"A",8,-1.327853082906,0.371597929632386,NA,-2.13128131614275,0.422225373379738,0.129976319808137,2.97645082520867,0.154381805321489,321.921249141115,2.37014450681356,0.1035
2010-10-09,0.237012004105829,58720,10,283,2010.77066210046,1930,2011,"A",9,-1.43964448889412,0.343564251727395,NA,-2.11942341064121,0.409326723163564,0.130886779756374,2.68027816155983,0.149549719894497,168.461358538542,2.26484878931465,0.1106
2010-10-10,0.226251602485732,58721,10,284,2010.77340182648,1930,2011,"A",10,-1.48610761361732,0.304284740550273,NA,-2.11723066024937,0.403996829552442,0.130910118406313,2.55904911973658,0.136270207754478,83.1786969118382,1.8140672486024,0.0928
