"Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux","GenFlux","GenConc"
2007-10-01,0.169617909748377,57616,10,275,2007.74874429224,1894,2008,1,-1.77420696126814,NA,NA,-2.52644909410571,0.490566270872362,0.0908137772484306,1.33087476152738,0.141121675233124,58.5048886238204,1.06856409614536,0.072914705882353
2007-10-02,0.149512948826616,57617,10,276,2007.75148401826,1894,2008,2,-1.90037227567733,NA,NA,-2.58519191326035,0.492443407905242,0.0858313052086492,1.10876182934824,0.129285634790712,36.7572174893346,1.21299257331239,0.0939
2007-10-03,0.117514912430011,57618,10,277,2007.75422374429,1894,2008,3,-2.1411900391529,NA,NA,-2.69016434048898,0.495820399263462,0.0770983974916442,0.782802267528219,0.121213672594491,15.1204735186384,0.645749144399408,0.0636
2007-10-04,0.104772331564106,57619,10,278,2007.75696347032,1894,2008,4,-2.25596555374532,NA,NA,-2.73800794159405,0.496561473833688,0.0733571524472761,0.664053111256726,0.126397317850161,10.3415315145322,0.551286863330752,0.0609
2007-10-05,0.152627801927171,57620,10,279,2007.75970319635,1894,2008,5,-1.8797529884746,NA,NA,-2.6016837870826,0.492748324486108,0.0845839399269265,1.11541197565901,0.124917314573269,8.70147107476295,0.767485849434741,0.0582
2007-10-06,0.131956504078036,57621,10,280,2007.76244292237,1894,2008,6,-2.02528292525795,NA,NA,-2.66819063891663,0.494863438886314,0.0791715725437578,0.902638420004298,0.129714332575053,10.4248928823651,0.897262001649343,0.0787
2007-10-07,0.116948575502637,57622,10,281,2007.7651826484,1894,2008,7,-2.14602096642256,0.134707283439565,NA,-2.72465042284244,0.496649875177595,0.0746471530671538,0.754261477908276,0.168023395129847,57.1300837270048,0.660824942792183,0.0654
2007-10-08,0.102223815390925,57623,10,282,2007.76792237443,1894,2008,8,-2.28059060105071,0.125079555674215,NA,-2.77657404098126,0.497063292071079,0.070754177886193,0.62491063838759,0.159643659028324,76.7653427861999,0.562607168290728,0.0637
2007-10-09,0.087499055279213,57624,10,283,2007.77066210046,1894,2008,9,-2.43612728248585,0.116220428024586,NA,-2.82304172248328,0.495580296074612,0.067637936014611,0.511337275399958,0.133256005613607,21.6856500285321,0.483078784234324,0.0639
2007-10-10,0.0778713275138627,57625,10,284,2007.77340182648,1894,2008,10,-2.55269746171702,0.11055705875085,NA,-2.86007452364484,0.494522411149693,0.0651911415712665,0.438611391616207,0.123330457109552,10.2873163701333,0.412431469338222,0.0613
2007-10-11,0.093728761480322,57626,10,285,2007.77614155251,1894,2008,11,-2.36735018400653,0.108979405881738,NA,-2.82248810738537,0.496709315516865,0.067698468698641,0.548233369220561,0.113485531480653,6.53893152744918,0.710209069789615,0.0877
2007-10-12,0.0954277722624427,57627,10,286,2007.77888127854,1894,2008,12,-2.34938562903123,0.100807973072491,NA,-2.82622520114646,0.497095847472838,0.0674522799563616,0.556141318006309,0.104188430279394,4.07250267592472,0.41637045593549,0.0505
2007-10-13,0.0841010337149718,57628,10,287,2007.78162100457,1894,2008,13,-2.47573642058089,0.0939714773063393,NA,-2.86585275112874,0.495938584412792,0.0648722430128834,0.471383081002859,0.0985248161386615,3.16897616086604,0.332071249602892,0.0457
