"Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","Qualifier","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux","GenFlux","GenConc"
2007-10-01,1.56308991955099,57616,10,275,2007.74874429224,1894,2008,"A",1,0.446664579887547,NA,NA,-2.02170928776429,0.359397712574553,0.14142075752705,19.0990103477008,0.163427162188589,73.3424496193724,17.9347686897345,0.1328
2007-10-02,1.79245637513728,57617,10,276,2007.75148401826,1894,2008,"A",2,0.583586955754628,NA,NA,-2.02092361688809,0.369318459799943,0.142012644497807,21.9932470062891,0.160338923563465,65.9820172933556,21.5701198192854,0.139280468991019
2007-10-03,2.08411989273465,57618,10,277,2007.75422374429,1894,2008,"A",3,0.734346652339328,NA,NA,-2.01265844091626,0.382146736518271,0.144224717939566,25.9702505581156,0.152982151360131,46.7850353283664,25.6846953765027,0.142638898987525
2007-10-04,2.37295172569516,57619,10,278,2007.75696347032,1894,2008,"A",4,0.864134634092535,NA,NA,-2.00593853929963,0.393626375624583,0.14607889458368,29.9495374551347,0.149942133063794,42.2013901750214,29.9206954144552,0.145938217505568
2007-10-05,2.48055574189614,57620,10,279,2007.75970319635,1894,2008,"A",5,0.908482624546843,NA,NA,-2.01127293554143,0.39825305765842,0.145721036384225,31.2309348639504,0.155868549910532,65.6185503400418,31.6240272220257,0.147555173788788
2007-10-06,2.26534770949419,57621,10,280,2007.76244292237,1894,2008,"A",6,0.817728261278379,NA,NA,-2.03647143253143,0.391927836335213,0.141879789040196,27.7695695628627,0.152429613410616,69.4824001555126,27.7083654411845,0.141567086034395
2007-10-07,2.07279315418718,57622,10,281,2007.7651826484,1894,2008,"A",7,0.728897047571764,2.09018778838508,NA,-2.06170067122984,0.385713377711043,0.138093747714107,24.7311165511746,0.15219765962279,69.571054320737,23.6633611662262,0.132131609189373
2007-10-08,1.93687229161753,57623,10,282,2007.76792237443,1894,2008,"A",8,0.661074451233002,2.14358527010888,NA,-2.08405523715527,0.381171114431077,0.134853219440144,22.5671153042045,0.151591462576046,72.2752790919373,23.0162748169784,0.137537240216536
2007-10-09,1.86608017569584,57624,10,283,2007.77066210046,1894,2008,"A",9,0.623840068112959,2.15410295590296,NA,-2.10195425793743,0.379102422657446,0.132402107448663,21.3471027011779,0.147497443621533,65.266501008046,21.3351257296018,0.132327822132303
2007-10-10,1.86324849105897,57625,10,284,2007.77340182648,1894,2008,"A",10,0.622321464935769,2.12254989852071,NA,-2.11444052329484,0.379952231910562,0.130868972451186,21.0678982945439,0.143073681932355,52.9935533538438,20.6699238590954,0.128396846152642
2007-10-11,1.79528805977414,57626,10,285,2007.77614155251,1894,2008,"A",11,0.585165488047678,2.04002651767486,NA,-2.13158156173866,0.378084051829062,0.128596595212481,19.9469893172466,0.138759933297456,41.8249867117533,19.341769225602,0.124694791190739
2007-10-12,1.74998110558426,57627,10,286,2007.77888127854,1894,2008,"A",12,0.559604991068143,1.93565871248744,NA,-2.14650562235342,0.377265361137535,0.126711554091234,19.1585801248311,0.134104984483066,32.1161141019969,18.8774276348666,0.124852059874654
2007-10-13,1.80661479832162,57628,10,287,2007.78162100457,1894,2008,"A",13,0.591454816955242,1.87012543946279,NA,-2.15555229090613,0.380449695973323,0.125706165981215,19.6216663422473,0.130552035361796,27.263924581395,19.8676639910282,0.127282149423664
2007-10-14,1.91988218379632,57629,10,288,2007.78436073059,1894,2008,"A",14,0.652263821550847,1.84828101512124,NA,-2.15859530773593,0.386342349818472,0.125656194792477,20.8435757471179,0.127112695893044,23.8681951332103,20.5502858034815,0.123888086540065
2007-10-15,1.86608017569584,57630,10,289,2007.78710045662,1894,2008,"A",15,0.623840068112959,1.83816785570386,NA,-2.17545757708307,0.384950639142093,0.12343688802595,19.9016464056318,0.127305744151315,30.6214585889192,18.8685467288707,0.117029246842861
