"DecYear","Q","Conc","Flux","FNConc","FNFlux","GenConc","GenFlux","PeriodLong","PeriodStart"
2008.24797771633,60.2512472293859,0.240210691136754,2392.9038743199,0.200466131286492,1449.44742422741,0.229983238523369,2416.7902102057,12,10
2009.24746161413,29.9821950147997,0.156447480599923,1074.15806031823,0.198308863198177,1452.29714943875,0.168584017462353,1153.94136279573,12,10
2010.24737442922,27.9652597493398,0.169902441691947,903.037748102066,0.196774892363504,1460.53329942439,0.179962406089117,943.809781378647,12,10
2011.24737442922,60.2579697831018,0.229703636929809,2532.38446265853,0.195519999221592,1469.1059462332,0.229167458116811,2605.30286672271,12,10
2012.24797771633,48.1942822035503,0.208608891164437,1741.43922570938,0.194974904939523,1483.33030303006,0.213170773618346,1834.80614693561,12,10
2013.24746161413,47.3049288053368,0.214611354007359,1695.48610031921,0.193999892876982,1486.23634794953,0.211465794143843,1746.95932661712,12,10
2014.24737442922,44.956888146406,0.208515340274565,1710.6486924082,0.193609051156426,1492.16632767472,0.2136117674042,1659.65330632609,12,10
2015.24737442922,33.5399080764801,0.161528025307632,1237.27136372212,0.194574341123744,1502.43610452017,0.129695021779589,979.663617841943,12,10
2016.24797771633,27.4212061811972,0.156595015030276,901.948170214128,0.199660775507767,1539.41162782203,0.140143356282548,822.226401902982,12,10
2017.24746161413,37.2829064098929,0.192636096000151,1350.97053689428,0.20616457444395,1585.81109529817,0.205773638238475,1490.37690996233,12,10
2018.24737442922,41.6440421044337,0.206351889873868,1738.01779856757,0.213536122754742,1641.8597520496,0.192078072335475,1630.66319782727,12,10
2019.24737442922,57.1295711445309,0.296548948724141,2475.30870541937,0.221401378955104,1701.17727107153,0.272877232431439,2247.33503254794,12,10
2020.24797771633,30.3171298277369,0.205135488628527,1073.97437337889,0.230383948107558,1771.08353508658,0.241341418621859,1444.80385961055,12,10
2021.24746161413,29.1449395690589,0.214383394650962,1185.83550288828,0.23914742776859,1834.05630723791,0.198116152232613,1047.55412189094,12,10
2022.24737442922,36.6164830071763,0.261141499471946,1531.57254306691,0.249250312184515,1909.82602575368,0.285645646470612,1806.4140167447,12,10
