"DecYear","Q","Conc","Flux","FNConc","FNFlux","GenConc","GenFlux","PeriodLong","PeriodStart"
2008.24797771633,34.7197804906046,0.0973120880844349,468.959734239094,0.0823415590878432,297.739618138387,0.0977594287287124,459.112046407457,12,10
2009.24746161413,30.131607109105,0.0888162969759397,421.17320881113,0.0848377889275755,308.434630858247,0.0785949423319905,382.021066143433,12,10
2010.24737442922,23.7656697238223,0.0842319359647821,235.285049282915,0.0875308971876101,319.776750589104,0.0827470192532117,231.197248712701,12,10
2011.24737442922,28.1383338659532,0.0891525645947088,386.053510575055,0.0903464415666423,331.814376331984,0.0883058687318769,414.717264984596,12,10
2012.24797771633,29.410812796544,0.105241102742507,506.304108119538,0.0934019991585311,344.963071607132,0.105125566090036,505.52920140203,12,10
2013.24746161413,18.4876810921044,0.0806570583520306,205.620924707231,0.0966025857936635,359.290091615696,0.0812745949188097,199.081846130907,12,10
2014.24737442922,20.8741705977758,0.0878010909591028,264.170660383191,0.100336464713952,375.245525864386,0.0876178092876965,224.506823245661,12,10
2015.24737442922,20.8388715153162,0.0898296966502438,291.93770306723,0.104353259967996,390.989619117968,0.0781151605187305,243.181357143938,12,10
2016.24797771633,16.5936255509853,0.084822770109598,162.819528738228,0.106964781427037,403.671455959927,0.0908704994996826,163.387575978567,12,10
2017.24746161413,28.1168440948734,0.114388890718935,428.638050437752,0.107960956458154,412.439302327964,0.124905488808986,507.330160789152,12,10
2018.24737442922,27.1380897557303,0.108174465557007,489.915992875735,0.109306007511486,420.689445404789,0.102672204591654,423.450135226146,12,10
2019.24737442922,32.0975720511013,0.127889528471668,508.146266292598,0.110743032102112,428.204294762402,0.129785640538579,525.52436853105,12,10
2020.24797771633,32.3117653912092,0.131718711337407,578.058656870031,0.112232097191133,435.222931544091,0.122954211823283,549.991699901593,12,10
2021.24746161413,14.0911299445025,0.087143542784202,154.607492937242,0.113474102624377,441.47359955139,0.0802331606944656,142.389694563474,12,10
2022.24737442922,29.2205804600437,0.127596998492852,462.250198834113,0.114757416593323,447.54859671016,0.120077668722926,454.505046864205,12,10
